Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
29.0,High School,5.0,Finance,Accountant,Small,Entry,28,82,69,Low,0,3.0,26,2.0,Medium
54.0,Bachelor's,5.0,Manufacturing,Operator,Large,Mid,80,0,91,Medium,3,5.0,78,12.0,High
29.0,PhD,3.0,Telecom,Operations Analyst,Large,Mid,14,90,73,Low,0,2.0,13,9.0,Low
52.0,High School,9.0,Telecom,Support Specialist,Medium,Entry,59,47,83,Low,0,1.0,37,3.0,High
47.0,Bachelor's,6.0,Education,Teacher,Small,Senior,59,53,67,Medium,3,13.0,47,11.0,Low
42.0,High School,9.0,Manufacturing,Operator,Large,Senior,31,70,40,Low,1,0.0,29,8.0,Low
25.0,Master's,4.0,Telecom,Network Engineer,Medium,Mid,37,64,38,Low,0,1.0,22,6.0,Low
29.0,Bachelor's,4.0,IT,Data Analyst,Large,Mid,53,58,34,Medium,2,8.0,36,13.0,Medium
23.0,Bachelor's,2.0,Retail,Store Manager,Medium,Entry,19,92,80,Low,2,2.0,16,8.0,Medium
24.0,Bachelor's,3.0,Education,Research Assistant,Medium,Senior,66,35,64,Medium,3,5.0,58,12.0,Low
22.0,High School,1.0,IT,ML Engineer,Small,Mid,12,85,86,Low,2,2.0,11,9.0,Low
27.0,Master's,6.0,Manufacturing,Operator,Small,Mid,34,50,69,Low,0,3.0,26,8.0,Medium
26.0,Bachelor's,5.0,Finance,Accountant,Medium,Mid,13,82,36,Low,0,0.0,9,9.0,Low
27.0,Bachelor's,6.0,Telecom,Network Engineer,Small,Mid,51,55,20,Low,1,3.0,45,5.0,Medium
43.0,Bachelor's,8.0,Healthcare,Medical Assistant,Small,Entry,32,61,59,Low,0,3.0,30,8.0,Low
51.0,Master's,25.0,IT,Data Analyst,Large,Entry,65,16,55,Medium,3,7.0,61,7.0,High
34.0,Master's,13.0,Manufacturing,Production Supervisor,Small,Mid,26,71,78,Low,2,4.0,13,8.0,Low
48.0,High School,2.0,IT,Software Engineer,Large,Mid,61,22,78,Medium,5,6.0,43,28.0,High
26.0,Bachelor's,5.0,Logistics,Warehouse Manager,Small,Entry,60,30,87,Low,1,1.0,59,0.0,High
41.0,High School,1.0,Telecom,Network Engineer,Large,Entry,35,77,93,Low,0,0.0,23,1.0,Medium
29.0,Master's,7.0,Healthcare,Medical Assistant,Small,Entry,77,13,93,Medium,4,12.0,42,27.0,Medium
43.0,Bachelor's,5.0,Logistics,Dispatcher,Medium,Entry,70,22,75,Medium,5,11.0,41,15.0,High
58.0,Bachelor's,9.0,Retail,Sales Associate,Medium,Senior,43,58,59,Medium,5,6.0,28,20.0,Low
54.0,Master's,14.0,Telecom,Support Specialist,Medium,Senior,73,29,84,Medium,2,12.0,45,7.0,Low
45.0,High School,9.0,Education,Academic Coordinator,Large,Mid,11,87,30,Low,0,3.0,6,7.0,Low
33.0,Master's,0.0,Finance,Auditor,Small,Entry,71,41,20,Low,2,4.0,59,7.0,High
23.0,High School,2.0,Retail,Inventory Analyst,Medium,Mid,55,37,58,Low,1,2.0,27,1.0,High
50.0,Master's,12.0,Healthcare,Nurse,Medium,Mid,76,32,95,Medium,2,8.0,68,8.0,Medium
56.0,Bachelor's,8.0,Telecom,Support Specialist,Large,Mid,85,20,69,Medium,5,13.0,46,19.0,High
37.0,Bachelor's,7.0,Logistics,Dispatcher,Medium,Senior,84,12,61,Medium,3,10.0,49,21.0,Medium
24.0,High School,3.0,Logistics,Warehouse Manager,Medium,Mid,57,49,49,Low,2,4.0,43,3.0,High
35.0,Bachelor's,3.0,Healthcare,Medical Assistant,Large,Entry,76,13,58,Medium,3,11.0,66,6.0,High
54.0,Bachelor's,9.0,Education,Academic Coordinator,Small,Entry,75,20,44,Medium,5,11.0,72,11.0,High
23.0,Bachelor's,2.0,Finance,Accountant,Medium,Senior,50,54,57,Low,1,4.0,37,2.0,Medium
59.0,Master's,6.0,Telecom,Network Engineer,Small,Entry,20,78,85,Low,2,3.0,12,7.0,Low
38.0,Master's,0.0,Telecom,Operations Analyst,Small,Entry,92,14,92,High,5,20.0,74,73.0,High
21.0,Bachelor's,0.0,Logistics,Warehouse Manager,  Small  ,Mid,68,21,23,Medium,2,5.0,43,27.0,High
53.0,Bachelor's,23.0,Retail,Sales Associate,Medium,Entry,70,23,90,Medium,2,12.0,46,13.0,High
35.0,High School,7.0,IT,Software Engineer,Medium,Entry,42,55,60,Low,2,5.0,35,2.0,Medium
38.0,High School,11.0,Education,Teacher,Small,Senior,80,35,74,Medium,3,8.0,68,21.0,Medium
25.0,Bachelor's,4.0,Healthcare,Health Analyst,Medium,Mid,18,63,64,Low,1,2.0,9,1.0,Low
24.0,Bachelor's,3.0,Telecom,Network Engineer,Large,Mid,82,23,64,High,7,30.0,62,40.0,High
47.0,Master's,6.0,Manufacturing,Operator,Medium,Senior,77,20,90,High,6,28.0,54,66.0,Medium
53.0,High School,7.0,Manufacturing,Production Supervisor,Small,Entry,92,5,82,Medium,2,12.0,81,29.0,High
58.0,Master's,4.0,Retail,Sales Associate,Medium,Entry,88,17,75,Medium,5,8.0,63,27.0,High
48.0,Master's,7.0,Healthcare,Medical Assistant,Large,Entry,93,6,21,High,6,19.0,71,50.0,High
33.0,High School,9.0,Retail,  Store Manager  ,Medium,Mid,74,17,96,High,10,28.0,37,60.0,High
48.0,Master's,5.0,Healthcare,Medical Assistant,Small,Senior,80,13,46,Medium,5,6.0,38,15.0,Low
32.0,High School,11.0,Logistics,Dispatcher,Medium,Entry,54,33,31,Medium,4,5.0,40,16.0,High
25.0,Bachelor's,4.0,Education,Teacher,Medium,Senior,43,46,91,Low,2,4.0,28,2.0,Low
56.0,Master's,11.0,IT,Software Engineer,Medium,Entry,66,59,27,Medium,2,14.0,48,13.0,Medium
32.0,High School,11.0,Finance,Financial Analyst,Large,Senior,37,57,81,Low,1,0.0,24,0.0,Low
45.0,Bachelor's,0.0,Retail,Store Manager,Medium,Senior,68,20,84,Medium,2,5.0,47,24.0,Medium
39.0,PhD,10.0,Healthcare,Medical Assistant,Small,Entry,48,62,92,Low,1,5.0,29,5.0,Low
39.0,Bachelor's,7.0,Telecom,Operations Analyst,Small,Mid,10,100,44,Low,1,4.0,9,8.0,Low
39.0,High School,1.0,Manufacturing,Quality Engineer,Small,Senior,10,89,49,Low,0,4.0,5,8.0,Low
41.0,Bachelor's,4.0,Education,Teacher,Large,Senior,16,95,84,Low,2,2.0,11,2.0,Low
42.0,Bachelor's,14.0,Logistics,Warehouse Manager,Medium,Entry,90,5,27,Medium,3,10.0,69,9.0,High
46.0,Bachelor's,11.0,Manufacturing,Quality Engineer,Small,Mid,24,64,68,Low,1,4.0,12,9.0,Low
34.0,High School,2.0,Telecom,Network Engineer,Medium,Entry,83,33,54,Medium,5,11.0,74,9.0,High
25.0,Bachelor's,0.0,Education,Academic Coordinator,Medium,Entry,70,8,52,Medium,5,8.0,49,11.0,High
31.0,Master's,10.0,Education,Teacher,Medium,Mid,86,26,77,Medium,2,8.0,78,10.0,Medium
48.0,Master's,1.0,Telecom,Network Engineer,Medium,Mid,75,31,73,Medium,4,12.0,58,16.0,High
24.0,Master's,3.0,Education,Teacher,Large,Mid,35,73,95,Low,2,1.0,17,7.0,Low
46.0,Bachelor's,4.0,Healthcare,Health Analyst,Large,Entry,66,32,28,Medium,3,5.0,53,14.0,High
24.0,Master's,3.0,Telecom,Network Engineer,Small,Senior,62,29,87,Medium,5,8.0,46,23.0,Low
57.0,PhD,9.0,Retail,Store Manager,Medium,Mid,23,79,79,Low,2,1.0,11,4.0,Low
22.0,Master's,1.0,Education,Research Assistant,Large,Entry,64,44,37,Low,1,1.0,29,8.0,Medium
37.0,Master's,5.0,Finance,Financial Analyst,Medium,Entry,82,19,75,Medium,3,8.0,80,29.0,High
29.0,High School,7.0,Education,Academic Coordinator,Medium,Senior,70,28,69,Medium,3,12.0,36,16.0,Low
52.0,High School,7.0,Healthcare,Health Analyst,Medium,Mid,42,55,88,Low,2,5.0,34,3.0,Low
29.0,Bachelor's,2.0,IT,ML Engineer,Medium,Entry,85,35,87,Medium,5,11.0,45,6.0,High
33.0,Master's,12.0,Finance,Financial Analyst,Large,Mid,35,80,43,Low,1,3.0,22,7.0,Low
36.0,PhD,2.0,Logistics,Supply Chain Analyst,Small,Entry,37,62,37,Low,0,4.0,27,9.0,Medium
33.0,Bachelor's,12.0,Healthcare,Health Analyst,Medium,Entry,38,52,65,Low,0,0.0,35,9.0,Medium
57.0,Bachelor's,15.0,Retail,Inventory Analyst,Medium,Mid,39,40,27,Medium,2,9.0,32,5.0,Medium
41.0,Bachelor's,13.0,Finance,Accountant,Small,Mid,57,62,74,Medium,5,9.0,54,16.0,Medium
57.0,Bachelor's,12.0,Logistics,Warehouse Manager,Medium,Entry,12,83,43,Low,1,0.0,10,0.0,Low
34.0,Bachelor's,1.0,Retail,Store Manager,Medium,Mid,21,73,90,Low,1,2.0,14,6.0,Low
55.0,Master's,12.0,Manufacturing,Operator,Small,Mid,53,53,87,Low,0,1.0,41,0.0,Medium
55.0,Bachelor's,2.0,Logistics,Warehouse Manager,Small,Entry,25,61,20,Low,2,2.0,17,5.0,Medium
37.0,Bachelor's,7.0,Finance,Accountant,Small,Mid,89,12,46,Medium,2,9.0,64,5.0,High
59.0,Bachelor's,5.0,Finance,Accountant,Small,Entry,58,47,20,Low,2,3.0,32,4.0,High
56.0,Master's,4.0,Healthcare,Medical Assistant,Large,Entry,23,73,41,Low,2,5.0,16,8.0,Low
41.0,Bachelor's,7.0,Healthcare,Nurse,Medium,Entry,17,81,76,Low,2,2.0,15,5.0,Low
38.0,Master's,4.0,Retail,Store Manager,Medium,Mid,42,55,87,Low,0,0.0,22,2.0,Low
31.0,Bachelor's,5.0,Education,Academic Coordinator,Medium,Entry,43,50,48,Low,2,4.0,38,5.0,Medium
56.0,Master's,1.0,Telecom,Operations Analyst,Medium,Entry,14,86,39,Low,0,3.0,10,4.0,Low
52.0,Bachelor's,11.0,IT,Software Engineer,Medium,Entry,39,82,62,Low,2,4.0,27,1.0,Low
52.0,Master's,18.0,Telecom,Support Specialist,Medium,Entry,85,12,30,Medium,2,9.0,59,12.0,High
42.0,Bachelor's,0.0,Healthcare,Health Analyst,Medium,Mid,37,65,25,Low,0,4.0,17,8.0,Medium
59.0,Bachelor's,4.0,Logistics,Warehouse Manager,Small,Senior,69,31,85,Medium,3,7.0,38,21.0,Medium
41.0,bachelor's,14.0,Telecom,Support Specialist,Medium,Entry,13,89,68,Low,2,2.0,12,2.0,Low
43.0,Bachelor's,7.0,Telecom,Network Engineer,Small,Mid,36,53,39,Low,1,2.0,19,3.0,Medium
42.0,Master's,6.0,Education,Teacher,Medium,Entry,71,26,81,Medium,2,13.0,34,27.0,Medium
56.0,Bachelor's,0.0,Finance,Accountant,Medium,Mid,49,40,58,Low,1,5.0,27,4.0,Medium
33.0,Master's,3.0,Retail,Inventory Analyst,Large,Mid,79,13,78,Medium,5,11.0,65,9.0,High
41.0,Bachelor's,15.0,Finance,Financial Analyst,Small,Mid,21,73,41,Low,0,3.0,19,9.0,Low
48.0,High School,12.0,IT,Software Engineer,Medium,Senior,37,49,23,Low,0,0.0,33,2.0,Low
21.0,Master's,0.0,IT,Data Analyst,Small,Senior,82,0,67,Medium,2,7.0,59,12.0,Medium
35.0,Bachelor's,7.0,Retail,Sales Associate,Medium,Mid,11,94,37,Low,2,2.0,9,0.0,Low
39.0,High School,7.0,Healthcare,Medical Assistant,Medium,Entry,29,74,37,Low,2,5.0,17,7.0,Medium
31.0,Master's,4.0,Healthcare,Nurse,Small,Entry,70,30,95,High,8,27.0,34,77.0,Low
51.0,High School,13.0,Logistics,Warehouse Manager,Medium,Entry,14,97,93,Low,0,2.0,8,3.0,Low
21.0,High School,0.0,Telecom,Support Specialist,Medium,Entry,43,36,77,Medium,2,7.0,42,23.0,High
42.0,High School,10.0,Healthcare,Nurse,Medium,Mid,68,42,99,Medium,3,10.0,67,13.0,Medium
24.0,Bachelor's,3.0,Manufacturing,Operator,Large,Entry,27,56,37,Low,2,3.0,26,0.0,Medium
27.0,High School,6.0,IT,Data Analyst,Medium,Entry,66,44,29,Medium,2,9.0,51,10.0,High
58.0,Bachelor's,4.0,Telecom,Operations Analyst,Medium,Mid,34,62,26,Low,1,2.0,33,1.0,Medium
35.0,Master's,7.0,Finance,Auditor,Small,Mid,83,32,60,Medium,4,5.0,46,20.0,Medium
47.0,Master's,12.0,Logistics,Warehouse Manager,Small,Mid,17,71,57,Low,2,5.0,9,3.0,Low
31.0,Master's,3.0,Finance,Auditor,Large,Entry,15,72,63,Low,2,5.0,11,4.0,Low
41.0,Bachelor's,3.0,Logistics,Supply Chain Analyst,Medium,Mid,60,46,66,Low,2,1.0,54,8.0,High
60.0,Bachelor's,10.0,Education,Research Assistant,Medium,Mid,42,57,70,Low,0,0.0,35,1.0,Low
26.0,Bachelor's,5.0,IT,Data Analyst,Large,Mid,37,79,26,Medium,3,6.0,33,14.0,Low
46.0,Bachelor's,10.0,Education,Research Assistant,Large,Entry,61,23,87,Low,2,5.0,37,3.0,Medium
51.0,Bachelor's,12.0,Education,Teacher,Medium,Mid,62,42,78,Medium,4,7.0,46,11.0,Medium
49.0,Master's,13.0,Finance,Accountant,Small,Entry,43,72,93,Medium,3,14.0,35,24.0,Low
33.0,Master's,10.0,IT,Data Analyst,Medium,Mid,52,40,40,Medium,5,11.0,36,8.0,Medium
26.0,Bachelor's,5.0,IT,Data Analyst,Large,Entry,78,3,47,High,8,27.0,66,56.0,High
28.0,Master's,7.0,Retail,Inventory Analyst,Large,Senior,83,31,85,Medium,4,12.0,52,15.0,Medium
27.0,High School,6.0,Education,Teacher,Medium,Senior,67,28,73,Medium,2,13.0,57,27.0,Medium
22.0,Master's,1.0,Finance,Auditor,Large,Senior,46,59,23,Low,2,4.0,23,3.0,Low
25.0,Master's,3.0,Manufacturing,Operator,Large,Senior,62,57,59,Low,0,1.0,28,7.0,Low
49.0,Bachelor's,18.0,IT,Software Engineer,Large,Entry,27,66,85,Low,0,3.0,24,6.0,Low
35.0,Master's,2.0,Telecom,Network Engineer,Small,Mid,25,80,81,Low,2,4.0,17,1.0,Low
48.0,Master's,9.0,Manufacturing,Production Supervisor,Small,Mid,38,61,35,Low,0,5.0,18,1.0,Medium
59.0,Bachelor's,20.0,Manufacturing,Operator,Large,Mid,53,51,35,Medium,5,5.0,33,29.0,Medium
48.0,High School,0.0,Healthcare,Health Analyst,Medium,Mid,42,77,71,Medium,3,6.0,22,8.0,Low
50.0,Bachelor's,8.0,Telecom,Network Engineer,Medium,Entry,72,38,38,Medium,3,10.0,42,19.0,High
30.0,Bachelor's,9.0,Finance,Auditor,Small,Entry,72,39,75,Medium,3,10.0,38,28.0,High
55.0,Bachelor's,22.0,Finance,Financial Analyst,Medium,Mid,88,32,81,Medium,2,8.0,87,18.0,High
50.0,PhD,9.0,IT,Data Analyst,Small,Entry,81,30,62,Medium,4,11.0,80,23.0,High
39.0,Bachelor's,12.0,Manufacturing,Production Supervisor,Medium,Entry,22,64,20,Low,2,2.0,20,6.0,Medium
51.0,Master's,2.0,Retail,Inventory Analyst,Small,Entry,12,75,46,Low,2,5.0,8,0.0,Medium
49.0,Bachelor's,1.0,Manufacturing,Quality Engineer,Large,Mid,88,22,58,High,9,23.0,59,66.0,High
57.0,Master's,16.0,Logistics,Warehouse Manager,Medium,Entry,93,4,41,High,6,27.0,63,66.0,High
37.0,Bachelor's,10.0,Healthcare,Health Analyst,Small,Entry,18,93,24,Low,1,4.0,17,8.0,Low
57.0,Bachelor's,14.0,Education,Teacher,Small,Senior,74,28,74,Medium,5,14.0,68,7.0,Medium
58.0,Bachelor's,9.0,Logistics,Dispatcher,Large,Entry,86,12,31,Medium,4,10.0,63,17.0,High
35.0,Bachelor's,0.0,Retail,Inventory Analyst,Small,Mid,47,54,82,Low,2,2.0,26,3.0,Medium
35.0,High School,4.0,Logistics,Dispatcher,Medium,Mid,80,21,41,Medium,4,10.0,73,14.0,High
45.0,High School,13.0,Logistics,Warehouse Manager,Medium,Mid,19,73,35,Low,1,4.0,16,5.0,Medium
26.0,PhD,5.0,Retail,Sales Associate,Medium,Mid,90,6,54,High,8,16.0,57,74.0,High
48.0,Master's,7.0,Finance,Auditor,Medium,Mid,40,52,37,Low,1,0.0,27,3.0,Medium
45.0,PhD,8.0,Manufacturing,Production Supervisor,Small,Mid,26,68,34,Low,0,2.0,14,4.0,Low
35.0,Master's,10.0,Logistics,Dispatcher,Medium,Mid,86,13,59,Medium,3,7.0,83,27.0,High
49.0,PhD,18.0,Healthcare,Nurse,Large,Entry,63,23,73,Medium,4,6.0,41,6.0,Medium
26.0,Master's,5.0,Finance,Auditor,Large,Entry,10,91,56,Low,0,1.0,9,7.0,Low
59.0,Bachelor's,3.0,Education,Teacher,Large,Mid,60,50,98,Medium,4,12.0,58,26.0,Medium
53.0,Bachelor's,5.0,Manufacturing,Production Supervisor,Medium,Entry,14,93,92,Low,1,3.0,12,1.0,Low
58.0,Master's,9.0,IT,Data Analyst,Medium,Mid,79,18,62,High,6,17.0,40,58.0,Medium
48.0,Master's,3.0,Telecom,Operations Analyst,Large,Entry,72,9,30,Medium,4,11.0,59,22.0,High
22.0,Bachelor's,1.0,Healthcare,Nurse,Small,Entry,34,78,91,Low,0,1.0,15,1.0,Low
39.0,Master's,16.0,Finance,Accountant,Medium,Mid,64,26,36,Medium,2,11.0,45,6.0,Medium
42.0,Bachelor's,7.0,Healthcare,Medical Assistant,Medium,Mid,18,72,79,Low,1,0.0,10,8.0,Low
29.0,Bachelor's,8.0,Manufacturing,Production Supervisor,Small,Mid,88,21,30,Medium,4,13.0,53,12.0,High
31.0,Master's,4.0,Retail,Sales Associate,Medium,Mid,51,40,81,Low,0,0.0,47,1.0,Medium
28.0,Master's,7.0,Retail,Sales Associate,Medium,Senior,70,34,81,Medium,4,13.0,37,6.0,Medium
44.0,Bachelor's,8.0,Retail,Inventory Analyst,Large,Entry,76,33,38,Medium,2,7.0,37,9.0,High
55.0,Master's,9.0,IT,Data Analyst,Large,Mid,66,33,88,Medium,5,7.0,47,15.0,Medium
22.0,PhD,1.0,Education,Teacher,Large,Senior,29,52,74,Low,0,1.0,26,5.0,Low
34.0,High School,8.0,Education,Academic Coordinator,Medium,Entry,45,48,88,Low,0,0.0,38,0.0,Medium
56.0,High School,11.0,Logistics,Warehouse Manager,Large,Mid,58,34,28,Medium,4,11.0,38,25.0,High
44.0,Bachelor's,14.0,Manufacturing,Production Supervisor,Large,Entry,50,43,64,Medium,2,11.0,41,6.0,High
25.0,Bachelor's,4.0,IT,ML Engineer,Medium,Senior,71,42,88,Medium,5,6.0,37,8.0,Low
59.0,Master's,7.0,IT,Data Analyst,Medium,Mid,61,39,43,Medium,5,9.0,55,24.0,Medium
21.0,Master's,0.0,Manufacturing,Operator,Small,Mid,37,65,32,Medium,5,13.0,27,5.0,Medium
32.0,High School,11.0,Finance,Financial Analyst,Medium,Mid,28,75,43,Low,2,0.0,19,9.0,Medium
29.0,Master's,8.0,Healthcare,Nurse,Medium,Mid,22,72,99,Low,1,5.0,14,4.0,Low
40.0,Master's,8.0,Manufacturing,Operator,Small,Entry,13,86,36,Low,2,1.0,8,0.0,Low
60.0,Master's,6.0,Finance,Accountant,Medium,Mid,22,72,33,Low,0,2.0,10,1.0,Low
55.0,Bachelor's,16.0,IT,Data Analyst,Large,Entry,82,22,66,Medium,4,6.0,77,24.0,High
38.0,Bachelor's,13.0,Healthcare,Nurse,Small,Entry,62,34,84,Medium,3,12.0,59,18.0,Medium
43.0,High School,12.0,Retail,Store Manager,Small,Entry,90,5,86,Medium,5,7.0,46,13.0,High
58.0,Bachelor's,10.0,Telecom,Support Specialist,Small,Senior,87,24,21,Medium,4,12.0,86,15.0,High
49.0,Bachelor's,8.0,Retail,Store Manager,Large,Entry,39,61,75,Low,0,1.0,23,8.0,Medium
37.0,Master's,13.0,Logistics,Warehouse Manager,Small,Mid,24,69,62,Low,2,4.0,11,6.0,Low
25.0,Bachelor's,4.0,Manufacturing,Quality Engineer,Medium,Mid,13,83,21,Low,0,3.0,8,2.0,Low
35.0,Bachelor's,14.0,IT,ML Engineer,Medium,Entry,50,37,42,Medium,4,10.0,24,28.0,Medium
44.0,Bachelor's,9.0,Education,Teacher,Large,Senior,60,34,67,Medium,2,6.0,32,8.0,Low
22.0,High School,1.0,Healthcare,Health Analyst,Medium,Entry,66,40,36,Medium,2,5.0,33,29.0,High
30.0,Master's,1.0,Education,Academic Coordinator,Small,Mid,17,70,46,Low,0,4.0,15,0.0,Low
42.0,Bachelor's,4.0,Logistics,Supply Chain Analyst,Small,Mid,83,8,91,Medium,5,6.0,54,27.0,High
43.0,Bachelor's,11.0,NULL,Operator,Large,Mid,20,100,69,Low,0,0.0,11,9.0,Low
23.0,Bachelor's,2.0,IT,Data Analyst,Medium,Entry,47,48,66,Low,0,3.0,28,5.0,Medium
51.0,High School,2.0,IT,ML Engineer,Large,Senior,43,70,20,Low,1,1.0,32,2.0,Medium
37.0,Bachelor's,13.0,Retail,Sales Associate,Medium,Entry,34,77,75,Low,0,0.0,27,5.0,Medium
35.0,Bachelor's,8.0,Retail,Store Manager,Medium,Entry,34,67,89,Low,2,3.0,21,2.0,Medium
32.0,Bachelor's,10.0,Manufacturing,Production Supervisor,N/A,Entry,17,71,82,Low,0,3.0,12,0.0,Low
21.0,Bachelor's,0.0,Healthcare,Health Analyst,Large,Entry,27,65,33,Low,1,1.0,17,1.0,Medium
22.0,Master's,1.0,Healthcare,Health Analyst,Large,Senior,24,86,51,Low,0,0.0,13,8.0,Low
34.0,Bachelor's,12.0,IT,Data Analyst,Large,Senior,73,46,66,Medium,3,9.0,41,9.0,Low
53.0,Bachelor's,9.0,Finance,Auditor,Small,Entry,54,47,26,Medium,4,6.0,47,28.0,High
24.0,Bachelor's,3.0,Telecom,Operations Analyst,Large,Mid,16,83,86,Low,0,5.0,7,5.0,Low
28.0,Master's,7.0,Education,Academic Coordinator,Large,Mid,83,17,91,High,9,25.0,58,57.0,Medium
51.0,Master's,11.0,Finance,Accountant,Medium,Entry,60,38,83,Medium,5,9.0,53,25.0,Medium
34.0,Bachelor's,11.0,Logistics,Warehouse Manager,Small,Entry,18,89,87,Low,1,2.0,14,0.0,Low
30.0,Bachelor's,6.0,Education,Teacher,Medium,Senior,46,62,98,Low,0,2.0,28,2.0,Low
22.0,Bachelor's,1.0,Telecom,Network Engineer,Medium,Senior,84,22,61,Medium,5,7.0,76,16.0,High
60.0,High School,9.0,Finance,Accountant,Medium,Entry,36,51,56,Medium,2,5.0,34,15.0,Medium
60.0,Bachelor's,10.0,Manufacturing,Production Supervisor,Medium,Mid,28,61,80,Low,1,4.0,25,1.0,Medium
45.0,Bachelor's,9.0,Retail,Sales Associate,Small,Mid,77,40,46,Medium,2,9.0,36,24.0,High
56.0,Master's,8.0,Logistics,Supply Chain Analyst,Medium,Mid,24,73,25,Low,0,0.0,13,6.0,Low
26.0,Master's,5.0,Telecom,Network Engineer,Large,Entry,83,17,26,Medium,3,9.0,51,11.0,High
30.0,Bachelor's,9.0,Retail,Sales Associate,Medium,Entry,80,23,41,Medium,2,13.0,37,5.0,High
24.0,Bachelor's,3.0,Manufacturing,Quality Engineer,Large,Entry,33,69,26,Low,0,5.0,28,8.0,Medium
44.0,Bachelor's,2.0,Finance,Auditor,Medium,Mid,25,69,55,Low,2,1.0,13,0.0,Medium
49.0,Bachelor's,15.0,Retail,Inventory Analyst,Small,Entry,36,76,59,Low,2,3.0,32,7.0,Medium
54.0,Bachelor's,3.0,Retail,Inventory Analyst,Small,Entry,47,35,73,Low,2,3.0,30,8.0,Medium
53.0,Bachelor's,4.0,IT,Software Engineer,Large,Senior,53,27,55,Low,0,3.0,25,4.0,Low
37.0,Bachelor's,4.0,Logistics,Warehouse Manager,Large,Mid,18,76,43,Low,1,3.0,17,7.0,Low
52.0,Master's,13.0,Telecom,Network Engineer,Medium,Mid,66,53,72,Medium,5,8.0,30,19.0,Medium
47.0,Bachelor's,13.0,Retail,Inventory Analyst,Medium,Mid,43,45,66,Medium,4,10.0,21,13.0,Medium
28.0,Master's,7.0,Telecom,Support Specialist,Medium,Mid,63,32,46,Low,2,2.0,31,5.0,Medium
27.0,Master's,6.0,Manufacturing,Operator,Medium,Entry,81,8,78,Medium,5,7.0,46,22.0,High
37.0,Bachelor's,9.0,Education,Teacher,Medium,Entry,63,28,86,Medium,3,6.0,38,15.0,Medium
44.0,Master's,3.0,Telecom,Operations Analyst,Large,Senior,68,24,34,Medium,5,5.0,40,15.0,Medium
38.0,Bachelor's,15.0,Healthcare,Nurse,Medium,Entry,37,73,68,Low,0,2.0,25,1.0,Low
27.0,Master's,6.0,Education,Teacher,Medium,Entry,40,65,75,Low,0,1.0,29,9.0,Low
30.0,Bachelor's,9.0,IT,ML Engineer,Medium,Entry,82,10,93,High,6,28.0,77,42.0,High
50.0,High School,9.0,Education,Research Assistant,Large,Entry,46,58,66,Medium,3,12.0,35,25.0,Medium
33.0,Master's,12.0,Retail,Store Manager,Small,Entry,22,74,96,Low,1,5.0,21,1.0,Low
53.0,Bachelor's,3.0,Finance,Auditor,Medium,Entry,51,56,33,Medium,4,7.0,49,29.0,High
59.0,Master's,5.0,Finance,Auditor,Small,Mid,27,65,71,Low,1,1.0,24,3.0,Low
40.0,Master's,12.0,Healthcare,Nurse,Small,Entry,45,49,69,Low,1,5.0,32,7.0,Low
35.0,Bachelor's,3.0,Finance,Auditor,Medium,Mid,77,28,82,Low,2,5.0,65,4.0,High
21.0,Bachelor's,0.0,Retail,Sales Associate,Small,Mid,28,67,91,Low,1,3.0,13,5.0,Low
37.0,Bachelor's,12.0,IT,Software Engineer,Small,Mid,13,72,84,Low,2,5.0,9,8.0,Low
29.0,Master's,6.0,  IT  ,Software Engineer,Small,Senior,94,0,59,High,10,23.0,89,43.0,High
33.0,Master's,12.0,Retail,Sales Associate,Small,Senior,16,87,50,Low,1,0.0,11,5.0,Low
50.0,Bachelor's,10.0,IT,Software Engineer,Medium,Mid,93,7,87,Medium,2,12.0,51,13.0,High
33.0,Bachelor's,9.0,Telecom,Support Specialist,Medium,Entry,60,49,27,Low,1,1.0,40,5.0,High
55.0,Bachelor's,0.0,Logistics,Dispatcher,Small,Entry,92,16,83,Medium,2,7.0,51,7.0,High
24.0,Bachelor's,3.0,Logistics,Dispatcher,Medium,Entry,54,69,53,Low,2,2.0,49,6.0,High
54.0,High School,6.0,Telecom,Operations Analyst,Medium,Entry,54,45,67,Low,0,4.0,37,9.0,High
30.0,PhD,9.0,Finance,Financial Analyst,Large,Entry,72,32,22,Medium,5,6.0,59,24.0,High
45.0,Bachelor's,11.0,Logistics,Supply Chain Analyst,Medium,Entry,88,0,72,Medium,4,12.0,51,28.0,High
22.0,Bachelor's,1.0,IT,ML Engineer,Large,Mid,42,51,91,Low,0,3.0,33,7.0,Medium
45.0,High School,15.0,Retail,Inventory Analyst,Small,Mid,57,33,23,Low,1,0.0,54,0.0,High
24.0,Master's,3.0,Healthcare,Nurse,Small,Entry,52,63,78,Low,1,3.0,41,1.0,Medium
34.0,Bachelor's,7.0,Manufacturing,Quality Engineer,Small,Entry,51,45,21,Low,2,3.0,39,5.0,High
40.0,Bachelor's,1.0,Healthcare,Nurse,Small,Mid,87,0,89,Medium,5,8.0,52,20.0,High
55.0,Bachelor's,16.0,Retail,Inventory Analyst,Medium,Senior,20,84,26,Low,0,4.0,13,7.0,Low
